O_Code,O_Name,D_Name,D_Code,Commuters
E02001581,Rotherham 004,Sheffield 064,E02001674,2
E02001582,Rotherham 005,Sheffield 064,E02001674,1
E02001584,Rotherham 007,Sheffield 064,E02001674,4
E02001586,Rotherham 009,Sheffield 064,E02001674,2
E02001588,Rotherham 011,Sheffield 064,E02001674,2
E02001589,Rotherham 012,Sheffield 064,E02001674,1
E02001590,Rotherham 013,Sheffield 064,E02001674,1
E02001592,Rotherham 015,Sheffield 064,E02001674,2
E02001593,Rotherham 016,Sheffield 064,E02001674,2
E02001594,Rotherham 017,Sheffield 064,E02001674,2
E02001595,Rotherham 018,Sheffield 064,E02001674,2
E02001596,Rotherham 019,Sheffield 064,E02001674,3
E02001598,Rotherham 021,Sheffield 064,E02001674,1
E02001599,Rotherham 022,Sheffield 064,E02001674,2
E02001600,Rotherham 023,Sheffield 064,E02001674,2
E02001601,Rotherham 024,Sheffield 064,E02001674,3
E02001602,Rotherham 025,Sheffield 064,E02001674,2
E02001603,Rotherham 026,Sheffield 064,E02001674,1
E02001604,Rotherham 027,Sheffield 064,E02001674,2
E02001605,Rotherham 028,Sheffield 064,E02001674,5
E02001606,Rotherham 029,Sheffield 064,E02001674,2
E02001607,Rotherham 030,Sheffield 064,E02001674,4
E02001608,Rotherham 031,Sheffield 064,E02001674,6
E02001609,Rotherham 032,Sheffield 064,E02001674,4
E02001610,Rotherham 033,Sheffield 064,E02001674,2
E02001611,Sheffield 001,Sheffield 064,E02001674,4
E02001612,Sheffield 002,Sheffield 064,E02001674,5
E02001613,Sheffield 003,Sheffield 064,E02001674,6
E02001614,Sheffield 004,Sheffield 064,E02001674,4
E02001615,Sheffield 005,Sheffield 064,E02001674,4
E02001616,Sheffield 006,Sheffield 064,E02001674,5
E02001617,Sheffield 007,Sheffield 064,E02001674,3
E02001618,Sheffield 008,Sheffield 064,E02001674,14
E02001619,Sheffield 009,Sheffield 064,E02001674,12
E02001620,Sheffield 010,Sheffield 064,E02001674,12
E02001621,Sheffield 011,Sheffield 064,E02001674,2
E02001622,Sheffield 012,Sheffield 064,E02001674,3
E02001623,Sheffield 013,Sheffield 064,E02001674,4
E02001624,Sheffield 014,Sheffield 064,E02001674,8
E02001625,Sheffield 015,Sheffield 064,E02001674,6
E02001626,Sheffield 016,Sheffield 064,E02001674,5
E02001627,Sheffield 017,Sheffield 064,E02001674,3
E02001628,Sheffield 018,Sheffield 064,E02001674,3
E02001629,Sheffield 019,Sheffield 064,E02001674,10
E02001630,Sheffield 020,Sheffield 064,E02001674,7
E02001631,Sheffield 021,Sheffield 064,E02001674,17
E02001632,Sheffield 022,Sheffield 064,E02001674,6
E02001633,Sheffield 023,Sheffield 064,E02001674,8
E02001634,Sheffield 024,Sheffield 064,E02001674,15
E02001635,Sheffield 025,Sheffield 064,E02001674,5
E02001636,Sheffield 026,Sheffield 064,E02001674,6
E02001637,Sheffield 027,Sheffield 064,E02001674,9
E02001638,Sheffield 028,Sheffield 064,E02001674,14
E02001639,Sheffield 029,Sheffield 064,E02001674,12
E02001640,Sheffield 030,Sheffield 064,E02001674,16
E02001642,Sheffield 032,Sheffield 064,E02001674,21
E02001643,Sheffield 033,Sheffield 064,E02001674,18
E02001646,Sheffield 036,Sheffield 064,E02001674,7
E02001647,Sheffield 037,Sheffield 064,E02001674,9
E02001648,Sheffield 038,Sheffield 064,E02001674,9
E02001649,Sheffield 039,Sheffield 064,E02001674,22
E02001650,Sheffield 040,Sheffield 064,E02001674,10
E02001651,Sheffield 041,Sheffield 064,E02001674,22
E02001652,Sheffield 042,Sheffield 064,E02001674,20
E02001653,Sheffield 043,Sheffield 064,E02001674,18
E02001654,Sheffield 044,Sheffield 064,E02001674,16
E02001655,Sheffield 045,Sheffield 064,E02001674,13
E02001656,Sheffield 046,Sheffield 064,E02001674,20
E02001657,Sheffield 047,Sheffield 064,E02001674,27
E02001658,Sheffield 048,Sheffield 064,E02001674,10
E02001659,Sheffield 049,Sheffield 064,E02001674,9
E02001660,Sheffield 050,Sheffield 064,E02001674,47
E02001661,Sheffield 051,Sheffield 064,E02001674,32
E02001662,Sheffield 052,Sheffield 064,E02001674,37
E02001663,Sheffield 053,Sheffield 064,E02001674,80
E02001664,Sheffield 054,Sheffield 064,E02001674,23
E02001665,Sheffield 055,Sheffield 064,E02001674,37
E02001666,Sheffield 056,Sheffield 064,E02001674,9
E02001669,Sheffield 059,Sheffield 064,E02001674,84
E02001670,Sheffield 060,Sheffield 064,E02001674,73
E02001671,Sheffield 061,Sheffield 064,E02001674,13
E02001672,Sheffield 062,Sheffield 064,E02001674,32
E02001673,Sheffield 063,Sheffield 064,E02001674,12
E02001674,Sheffield 064,Sheffield 064,E02001674,212
E02001675,Sheffield 065,Sheffield 064,E02001674,12
E02001676,Sheffield 066,Sheffield 064,E02001674,52
E02001678,Sheffield 068,Sheffield 064,E02001674,37
E02001679,Sheffield 069,Sheffield 064,E02001674,55
E02001680,Sheffield 070,Sheffield 064,E02001674,92
E02001681,Sheffield 071,Sheffield 064,E02001674,46
E02006803,Sheffield 072,Sheffield 064,E02001674,29
E02006843,Sheffield 073,Sheffield 064,E02001674,4
E02006844,Sheffield 074,Sheffield 064,E02001674,5
E02006868,Sheffield 075,Sheffield 064,E02001674,18
E02006869,Sheffield 076,Sheffield 064,E02001674,36
E02001513,Barnsley 005,Sheffield 065,E02001675,1
E02001514,Barnsley 006,Sheffield 065,E02001675,2
E02001520,Barnsley 012,Sheffield 065,E02001675,3
E02001521,Barnsley 013,Sheffield 065,E02001675,2
E02001522,Barnsley 014,Sheffield 065,E02001675,1
E02001523,Barnsley 015,Sheffield 065,E02001675,1
E02001525,Barnsley 017,Sheffield 065,E02001675,1
E02001528,Barnsley 020,Sheffield 065,E02001675,1
E02001530,Barnsley 022,Sheffield 065,E02001675,2
E02001532,Barnsley 024,Sheffield 065,E02001675,1
E02001533,Barnsley 025,Sheffield 065,E02001675,1
E02001536,Barnsley 028,Sheffield 065,E02001675,5
E02001537,Barnsley 029,Sheffield 065,E02001675,1
E02001538,Barnsley 030,Sheffield 065,E02001675,5
E02001540,Doncaster 002,Sheffield 065,E02001675,2
E02001548,Doncaster 010,Sheffield 065,E02001675,1
E02001549,Doncaster 011,Sheffield 065,E02001675,2
E02001551,Doncaster 013,Sheffield 065,E02001675,1
E02001552,Doncaster 014,Sheffield 065,E02001675,1
E02001560,Doncaster 022,Sheffield 065,E02001675,2
E02001561,Doncaster 023,Sheffield 065,E02001675,2
E02001568,Doncaster 030,Sheffield 065,E02001675,2
E02001569,Doncaster 031,Sheffield 065,E02001675,2
E02001576,Doncaster 038,Sheffield 065,E02001675,1
E02001578,Rotherham 001,Sheffield 065,E02001675,5
E02001579,Rotherham 002,Sheffield 065,E02001675,1
E02001580,Rotherham 003,Sheffield 065,E02001675,1
E02001582,Rotherham 005,Sheffield 065,E02001675,2
E02001583,Rotherham 006,Sheffield 065,E02001675,7
E02001584,Rotherham 007,Sheffield 065,E02001675,6
E02001585,Rotherham 008,Sheffield 065,E02001675,1
E02001586,Rotherham 009,Sheffield 065,E02001675,6
E02001587,Rotherham 010,Sheffield 065,E02001675,3
E02001588,Rotherham 011,Sheffield 065,E02001675,4
E02001589,Rotherham 012,Sheffield 065,E02001675,9
E02001590,Rotherham 013,Sheffield 065,E02001675,8
E02001591,Rotherham 014,Sheffield 065,E02001675,2
E02001592,Rotherham 015,Sheffield 065,E02001675,6
E02001593,Rotherham 016,Sheffield 065,E02001675,1
E02001594,Rotherham 017,Sheffield 065,E02001675,3
E02001595,Rotherham 018,Sheffield 065,E02001675,5
E02001596,Rotherham 019,Sheffield 065,E02001675,12
E02001597,Rotherham 020,Sheffield 065,E02001675,3
E02001598,Rotherham 021,Sheffield 065,E02001675,5
E02001600,Rotherham 023,Sheffield 065,E02001675,6
E02001601,Rotherham 024,Sheffield 065,E02001675,1
E02001602,Rotherham 025,Sheffield 065,E02001675,5
E02001603,Rotherham 026,Sheffield 065,E02001675,8
E02001604,Rotherham 027,Sheffield 065,E02001675,14
E02001605,Rotherham 028,Sheffield 065,E02001675,9
E02001606,Rotherham 029,Sheffield 065,E02001675,11
E02001607,Rotherham 030,Sheffield 065,E02001675,27
E02001608,Rotherham 031,Sheffield 065,E02001675,18
E02001609,Rotherham 032,Sheffield 065,E02001675,7
E02001610,Rotherham 033,Sheffield 065,E02001675,37
E02001611,Sheffield 001,Sheffield 065,E02001675,4
E02001612,Sheffield 002,Sheffield 065,E02001675,2
E02001613,Sheffield 003,Sheffield 065,E02001675,11
E02001614,Sheffield 004,Sheffield 065,E02001675,14
E02001615,Sheffield 005,Sheffield 065,E02001675,10
E02001616,Sheffield 006,Sheffield 065,E02001675,8
E02001617,Sheffield 007,Sheffield 065,E02001675,7
E02001618,Sheffield 008,Sheffield 065,E02001675,9
E02001619,Sheffield 009,Sheffield 065,E02001675,10
E02001620,Sheffield 010,Sheffield 065,E02001675,10
E02001621,Sheffield 011,Sheffield 065,E02001675,6
E02001622,Sheffield 012,Sheffield 065,E02001675,12
E02001623,Sheffield 013,Sheffield 065,E02001675,6
E02001624,Sheffield 014,Sheffield 065,E02001675,11
E02001625,Sheffield 015,Sheffield 065,E02001675,9
E02001626,Sheffield 016,Sheffield 065,E02001675,5
E02001627,Sheffield 017,Sheffield 065,E02001675,14
E02001628,Sheffield 018,Sheffield 065,E02001675,4
E02001629,Sheffield 019,Sheffield 065,E02001675,5
E02001630,Sheffield 020,Sheffield 065,E02001675,6
E02001631,Sheffield 021,Sheffield 065,E02001675,8
E02001632,Sheffield 022,Sheffield 065,E02001675,2
E02001633,Sheffield 023,Sheffield 065,E02001675,11
E02001634,Sheffield 024,Sheffield 065,E02001675,10
E02001635,Sheffield 025,Sheffield 065,E02001675,9
E02001636,Sheffield 026,Sheffield 065,E02001675,9
E02001637,Sheffield 027,Sheffield 065,E02001675,5
E02001638,Sheffield 028,Sheffield 065,E02001675,4
E02001639,Sheffield 029,Sheffield 065,E02001675,6
E02001640,Sheffield 030,Sheffield 065,E02001675,2
E02001642,Sheffield 032,Sheffield 065,E02001675,37
E02001643,Sheffield 033,Sheffield 065,E02001675,4
E02001647,Sheffield 037,Sheffield 065,E02001675,16
E02001648,Sheffield 038,Sheffield 065,E02001675,8
E02001649,Sheffield 039,Sheffield 065,E02001675,30
E02001650,Sheffield 040,Sheffield 065,E02001675,4
E02001651,Sheffield 041,Sheffield 065,E02001675,8
E02001652,Sheffield 042,Sheffield 065,E02001675,5
E02001653,Sheffield 043,Sheffield 065,E02001675,20
E02001654,Sheffield 044,Sheffield 065,E02001675,21
E02001655,Sheffield 045,Sheffield 065,E02001675,32
E02001656,Sheffield 046,Sheffield 065,E02001675,13
E02001657,Sheffield 047,Sheffield 065,E02001675,6
E02001658,Sheffield 048,Sheffield 065,E02001675,14
E02001659,Sheffield 049,Sheffield 065,E02001675,19
E02001660,Sheffield 050,Sheffield 065,E02001675,12
E02001661,Sheffield 051,Sheffield 065,E02001675,10
E02001662,Sheffield 052,Sheffield 065,E02001675,37
E02001663,Sheffield 053,Sheffield 065,E02001675,20
E02001664,Sheffield 054,Sheffield 065,E02001675,13
E02001665,Sheffield 055,Sheffield 065,E02001675,7
E02001666,Sheffield 056,Sheffield 065,E02001675,60
E02001669,Sheffield 059,Sheffield 065,E02001675,9
E02001670,Sheffield 060,Sheffield 065,E02001675,18
E02001671,Sheffield 061,Sheffield 065,E02001675,69
E02001672,Sheffield 062,Sheffield 065,E02001675,15
E02001673,Sheffield 063,Sheffield 065,E02001675,82
E02001674,Sheffield 064,Sheffield 065,E02001675,14
E02001675,Sheffield 065,Sheffield 065,E02001675,276
E02001676,Sheffield 066,Sheffield 065,E02001675,16
E02001678,Sheffield 068,Sheffield 065,E02001675,13
E02001679,Sheffield 069,Sheffield 065,E02001675,7
E02001680,Sheffield 070,Sheffield 065,E02001675,10
E02001681,Sheffield 071,Sheffield 065,E02001675,6
E02006803,Sheffield 072,Sheffield 065,E02001675,179
E02006843,Sheffield 073,Sheffield 065,E02001675,9
E02006844,Sheffield 074,Sheffield 065,E02001675,1
E02006868,Sheffield 075,Sheffield 065,E02001675,10
E02006869,Sheffield 076,Sheffield 065,E02001675,70
E02001522,Barnsley 014,Sheffield 066,E02001676,1
E02001523,Barnsley 015,Sheffield 066,E02001676,1
E02001527,Barnsley 019,Sheffield 066,E02001676,1
E02001529,Barnsley 021,Sheffield 066,E02001676,2
E02001536,Barnsley 028,Sheffield 066,E02001676,1
E02001557,Doncaster 019,Sheffield 066,E02001676,1
E02001571,Doncaster 033,Sheffield 066,E02001676,1
E02001578,Rotherham 001,Sheffield 066,E02001676,1
E02001592,Rotherham 015,Sheffield 066,E02001676,1
E02001595,Rotherham 018,Sheffield 066,E02001676,1
E02001599,Rotherham 022,Sheffield 066,E02001676,1
E02001604,Rotherham 027,Sheffield 066,E02001676,1
E02001606,Rotherham 029,Sheffield 066,E02001676,1
E02001608,Rotherham 031,Sheffield 066,E02001676,2
E02001609,Rotherham 032,Sheffield 066,E02001676,1
E02001610,Rotherham 033,Sheffield 066,E02001676,1
E02001611,Sheffield 001,Sheffield 066,E02001676,4
E02001612,Sheffield 002,Sheffield 066,E02001676,4
E02001614,Sheffield 004,Sheffield 066,E02001676,3
E02001615,Sheffield 005,Sheffield 066,E02001676,1
E02001616,Sheffield 006,Sheffield 066,E02001676,4
E02001617,Sheffield 007,Sheffield 066,E02001676,1
E02001618,Sheffield 008,Sheffield 066,E02001676,2
E02001619,Sheffield 009,Sheffield 066,E02001676,3
E02001620,Sheffield 010,Sheffield 066,E02001676,3
E02001621,Sheffield 011,Sheffield 066,E02001676,2
E02001622,Sheffield 012,Sheffield 066,E02001676,6
E02001623,Sheffield 013,Sheffield 066,E02001676,3
E02001624,Sheffield 014,Sheffield 066,E02001676,5
E02001625,Sheffield 015,Sheffield 066,E02001676,4
E02001626,Sheffield 016,Sheffield 066,E02001676,2
E02001627,Sheffield 017,Sheffield 066,E02001676,1
E02001628,Sheffield 018,Sheffield 066,E02001676,3
E02001629,Sheffield 019,Sheffield 066,E02001676,2
E02001630,Sheffield 020,Sheffield 066,E02001676,2
E02001631,Sheffield 021,Sheffield 066,E02001676,5
E02001632,Sheffield 022,Sheffield 066,E02001676,3
E02001633,Sheffield 023,Sheffield 066,E02001676,2
E02001634,Sheffield 024,Sheffield 066,E02001676,3
E02001635,Sheffield 025,Sheffield 066,E02001676,2
E02001636,Sheffield 026,Sheffield 066,E02001676,1
E02001637,Sheffield 027,Sheffield 066,E02001676,2
E02001638,Sheffield 028,Sheffield 066,E02001676,2
E02001639,Sheffield 029,Sheffield 066,E02001676,4
E02001640,Sheffield 030,Sheffield 066,E02001676,3
E02001642,Sheffield 032,Sheffield 066,E02001676,6
E02001643,Sheffield 033,Sheffield 066,E02001676,2
E02001646,Sheffield 036,Sheffield 066,E02001676,3
E02001647,Sheffield 037,Sheffield 066,E02001676,5
E02001648,Sheffield 038,Sheffield 066,E02001676,6
E02001649,Sheffield 039,Sheffield 066,E02001676,3
E02001650,Sheffield 040,Sheffield 066,E02001676,6
E02001651,Sheffield 041,Sheffield 066,E02001676,7
E02001652,Sheffield 042,Sheffield 066,E02001676,4
E02001653,Sheffield 043,Sheffield 066,E02001676,4
E02001654,Sheffield 044,Sheffield 066,E02001676,1
E02001655,Sheffield 045,Sheffield 066,E02001676,7
E02001656,Sheffield 046,Sheffield 066,E02001676,12
E02001657,Sheffield 047,Sheffield 066,E02001676,11
E02001658,Sheffield 048,Sheffield 066,E02001676,5
E02001659,Sheffield 049,Sheffield 066,E02001676,1
E02001660,Sheffield 050,Sheffield 066,E02001676,9
E02001661,Sheffield 051,Sheffield 066,E02001676,7
E02001662,Sheffield 052,Sheffield 066,E02001676,6
E02001663,Sheffield 053,Sheffield 066,E02001676,15
E02001664,Sheffield 054,Sheffield 066,E02001676,12
E02001665,Sheffield 055,Sheffield 066,E02001676,22
E02001669,Sheffield 059,Sheffield 066,E02001676,55
E02001670,Sheffield 060,Sheffield 066,E02001676,14
E02001671,Sheffield 061,Sheffield 066,E02001676,2
E02001672,Sheffield 062,Sheffield 066,E02001676,7
E02001673,Sheffield 063,Sheffield 066,E02001676,3
E02001674,Sheffield 064,Sheffield 066,E02001676,57
E02001675,Sheffield 065,Sheffield 066,E02001676,9
E02001676,Sheffield 066,Sheffield 066,E02001676,131
E02001678,Sheffield 068,Sheffield 066,E02001676,34
E02001679,Sheffield 069,Sheffield 066,E02001676,93
E02001680,Sheffield 070,Sheffield 066,E02001676,37
E02001681,Sheffield 071,Sheffield 066,E02001676,41
E02006803,Sheffield 072,Sheffield 066,E02001676,8
E02006843,Sheffield 073,Sheffield 066,E02001676,3
E02006844,Sheffield 074,Sheffield 066,E02001676,1
E02006868,Sheffield 075,Sheffield 066,E02001676,3
E02006869,Sheffield 076,Sheffield 066,E02001676,10
E02001510,Barnsley 002,Sheffield 068,E02001678,1
E02001513,Barnsley 005,Sheffield 068,E02001678,1
E02001515,Barnsley 007,Sheffield 068,E02001678,1
E02001521,Barnsley 013,Sheffield 068,E02001678,3
E02001522,Barnsley 014,Sheffield 068,E02001678,2
E02001525,Barnsley 017,Sheffield 068,E02001678,1
E02001526,Barnsley 018,Sheffield 068,E02001678,2
E02001532,Barnsley 024,Sheffield 068,E02001678,3
E02001535,Barnsley 027,Sheffield 068,E02001678,4
E02001536,Barnsley 028,Sheffield 068,E02001678,1
E02001540,Doncaster 002,Sheffield 068,E02001678,1
E02001545,Doncaster 007,Sheffield 068,E02001678,1
E02001556,Doncaster 018,Sheffield 068,E02001678,1
E02001564,Doncaster 026,Sheffield 068,E02001678,1
E02001567,Doncaster 029,Sheffield 068,E02001678,2
E02001570,Doncaster 032,Sheffield 068,E02001678,1
E02001573,Doncaster 035,Sheffield 068,E02001678,1
E02001577,Doncaster 039,Sheffield 068,E02001678,2
E02001578,Rotherham 001,Sheffield 068,E02001678,1
E02001584,Rotherham 007,Sheffield 068,E02001678,2
E02001587,Rotherham 010,Sheffield 068,E02001678,1
E02001590,Rotherham 013,Sheffield 068,E02001678,1
E02001592,Rotherham 015,Sheffield 068,E02001678,2
E02001594,Rotherham 017,Sheffield 068,E02001678,1
E02001596,Rotherham 019,Sheffield 068,E02001678,3
E02001597,Rotherham 020,Sheffield 068,E02001678,1
E02001598,Rotherham 021,Sheffield 068,E02001678,1
E02001599,Rotherham 022,Sheffield 068,E02001678,4
E02001600,Rotherham 023,Sheffield 068,E02001678,1
E02001601,Rotherham 024,Sheffield 068,E02001678,1
E02001604,Rotherham 027,Sheffield 068,E02001678,7
E02001605,Rotherham 028,Sheffield 068,E02001678,4
E02001606,Rotherham 029,Sheffield 068,E02001678,2
E02001607,Rotherham 030,Sheffield 068,E02001678,4
E02001608,Rotherham 031,Sheffield 068,E02001678,2
E02001609,Rotherham 032,Sheffield 068,E02001678,4
E02001610,Rotherham 033,Sheffield 068,E02001678,2
E02001611,Sheffield 001,Sheffield 068,E02001678,4
E02001612,Sheffield 002,Sheffield 068,E02001678,1
E02001613,Sheffield 003,Sheffield 068,E02001678,8
E02001614,Sheffield 004,Sheffield 068,E02001678,10
E02001615,Sheffield 005,Sheffield 068,E02001678,4
E02001616,Sheffield 006,Sheffield 068,E02001678,7
E02001617,Sheffield 007,Sheffield 068,E02001678,7
E02001618,Sheffield 008,Sheffield 068,E02001678,17
E02001619,Sheffield 009,Sheffield 068,E02001678,8
E02001620,Sheffield 010,Sheffield 068,E02001678,4
E02001621,Sheffield 011,Sheffield 068,E02001678,3
E02001622,Sheffield 012,Sheffield 068,E02001678,4
E02001623,Sheffield 013,Sheffield 068,E02001678,9
E02001624,Sheffield 014,Sheffield 068,E02001678,6
E02001625,Sheffield 015,Sheffield 068,E02001678,6
E02001626,Sheffield 016,Sheffield 068,E02001678,5
E02001627,Sheffield 017,Sheffield 068,E02001678,7
E02001628,Sheffield 018,Sheffield 068,E02001678,2
E02001629,Sheffield 019,Sheffield 068,E02001678,5
E02001630,Sheffield 020,Sheffield 068,E02001678,8
E02001631,Sheffield 021,Sheffield 068,E02001678,12
E02001632,Sheffield 022,Sheffield 068,E02001678,8
E02001633,Sheffield 023,Sheffield 068,E02001678,10
E02001634,Sheffield 024,Sheffield 068,E02001678,18
E02001635,Sheffield 025,Sheffield 068,E02001678,8
E02001636,Sheffield 026,Sheffield 068,E02001678,8
E02001637,Sheffield 027,Sheffield 068,E02001678,5
E02001638,Sheffield 028,Sheffield 068,E02001678,11
E02001639,Sheffield 029,Sheffield 068,E02001678,20
E02001640,Sheffield 030,Sheffield 068,E02001678,12
E02001642,Sheffield 032,Sheffield 068,E02001678,16
E02001643,Sheffield 033,Sheffield 068,E02001678,13
E02001646,Sheffield 036,Sheffield 068,E02001678,17
E02001647,Sheffield 037,Sheffield 068,E02001678,3
E02001648,Sheffield 038,Sheffield 068,E02001678,14
E02001649,Sheffield 039,Sheffield 068,E02001678,17
E02001650,Sheffield 040,Sheffield 068,E02001678,13
E02001651,Sheffield 041,Sheffield 068,E02001678,26
E02001652,Sheffield 042,Sheffield 068,E02001678,15
E02001653,Sheffield 043,Sheffield 068,E02001678,9
E02001654,Sheffield 044,Sheffield 068,E02001678,9
E02001655,Sheffield 045,Sheffield 068,E02001678,8
E02001656,Sheffield 046,Sheffield 068,E02001678,34
E02001657,Sheffield 047,Sheffield 068,E02001678,47
E02001658,Sheffield 048,Sheffield 068,E02001678,9
E02001659,Sheffield 049,Sheffield 068,E02001678,6
E02001660,Sheffield 050,Sheffield 068,E02001678,30
E02001661,Sheffield 051,Sheffield 068,E02001678,15
E02001662,Sheffield 052,Sheffield 068,E02001678,13
E02001663,Sheffield 053,Sheffield 068,E02001678,21
E02001664,Sheffield 054,Sheffield 068,E02001678,14
E02001665,Sheffield 055,Sheffield 068,E02001678,91
E02001666,Sheffield 056,Sheffield 068,E02001678,2
E02001669,Sheffield 059,Sheffield 068,E02001678,23
E02001670,Sheffield 060,Sheffield 068,E02001678,10
E02001671,Sheffield 061,Sheffield 068,E02001678,14
E02001672,Sheffield 062,Sheffield 068,E02001678,8
E02001673,Sheffield 063,Sheffield 068,E02001678,4
E02001674,Sheffield 064,Sheffield 068,E02001678,29
E02001675,Sheffield 065,Sheffield 068,E02001678,12
E02001676,Sheffield 066,Sheffield 068,E02001678,40
E02001678,Sheffield 068,Sheffield 068,E02001678,313
E02001679,Sheffield 069,Sheffield 068,E02001678,27
E02001680,Sheffield 070,Sheffield 068,E02001678,20
E02001681,Sheffield 071,Sheffield 068,E02001678,142
E02006803,Sheffield 072,Sheffield 068,E02001678,8
E02006843,Sheffield 073,Sheffield 068,E02001678,6
E02006844,Sheffield 074,Sheffield 068,E02001678,7
E02006868,Sheffield 075,Sheffield 068,E02001678,12
E02006869,Sheffield 076,Sheffield 068,E02001678,13
E02001526,Barnsley 018,Sheffield 069,E02001679,1
E02001577,Doncaster 039,Sheffield 069,E02001679,1
E02001583,Rotherham 006,Sheffield 069,E02001679,1
E02001589,Rotherham 012,Sheffield 069,E02001679,1
E02001591,Rotherham 014,Sheffield 069,E02001679,3
E02001594,Rotherham 017,Sheffield 069,E02001679,1
E02001596,Rotherham 019,Sheffield 069,E02001679,4
E02001600,Rotherham 023,Sheffield 069,E02001679,2
E02001602,Rotherham 025,Sheffield 069,E02001679,1
E02001604,Rotherham 027,Sheffield 069,E02001679,1
E02001605,Rotherham 028,Sheffield 069,E02001679,1
E02001607,Rotherham 030,Sheffield 069,E02001679,2
E02001608,Rotherham 031,Sheffield 069,E02001679,4
E02001610,Rotherham 033,Sheffield 069,E02001679,2
E02001612,Sheffield 002,Sheffield 069,E02001679,1
E02001613,Sheffield 003,Sheffield 069,E02001679,1
E02001614,Sheffield 004,Sheffield 069,E02001679,4
E02001615,Sheffield 005,Sheffield 069,E02001679,2
E02001616,Sheffield 006,Sheffield 069,E02001679,1
E02001623,Sheffield 013,Sheffield 069,E02001679,2
E02001624,Sheffield 014,Sheffield 069,E02001679,3
E02001625,Sheffield 015,Sheffield 069,E02001679,1
E02001626,Sheffield 016,Sheffield 069,E02001679,2
E02001627,Sheffield 017,Sheffield 069,E02001679,1
E02001630,Sheffield 020,Sheffield 069,E02001679,1
E02001631,Sheffield 021,Sheffield 069,E02001679,2
E02001633,Sheffield 023,Sheffield 069,E02001679,1
E02001634,Sheffield 024,Sheffield 069,E02001679,3
E02001636,Sheffield 026,Sheffield 069,E02001679,4
E02001637,Sheffield 027,Sheffield 069,E02001679,2
E02001638,Sheffield 028,Sheffield 069,E02001679,1
E02001639,Sheffield 029,Sheffield 069,E02001679,1
E02001640,Sheffield 030,Sheffield 069,E02001679,1
E02001642,Sheffield 032,Sheffield 069,E02001679,2
E02001646,Sheffield 036,Sheffield 069,E02001679,1
E02001647,Sheffield 037,Sheffield 069,E02001679,1
E02001648,Sheffield 038,Sheffield 069,E02001679,3
E02001650,Sheffield 040,Sheffield 069,E02001679,1
E02001651,Sheffield 041,Sheffield 069,E02001679,3
E02001652,Sheffield 042,Sheffield 069,E02001679,1
E02001653,Sheffield 043,Sheffield 069,E02001679,1
E02001654,Sheffield 044,Sheffield 069,E02001679,2
E02001655,Sheffield 045,Sheffield 069,E02001679,2
E02001656,Sheffield 046,Sheffield 069,E02001679,3
E02001657,Sheffield 047,Sheffield 069,E02001679,9
E02001658,Sheffield 048,Sheffield 069,E02001679,1
E02001659,Sheffield 049,Sheffield 069,E02001679,1
E02001660,Sheffield 050,Sheffield 069,E02001679,5
E02001661,Sheffield 051,Sheffield 069,E02001679,6
E02001662,Sheffield 052,Sheffield 069,E02001679,4
E02001663,Sheffield 053,Sheffield 069,E02001679,10
E02001664,Sheffield 054,Sheffield 069,E02001679,7
E02001665,Sheffield 055,Sheffield 069,E02001679,9
E02001666,Sheffield 056,Sheffield 069,E02001679,2
E02001669,Sheffield 059,Sheffield 069,E02001679,17
E02001670,Sheffield 060,Sheffield 069,E02001679,10
E02001671,Sheffield 061,Sheffield 069,E02001679,2
E02001672,Sheffield 062,Sheffield 069,E02001679,8
E02001674,Sheffield 064,Sheffield 069,E02001679,27
E02001675,Sheffield 065,Sheffield 069,E02001679,2
E02001676,Sheffield 066,Sheffield 069,E02001679,47
E02001678,Sheffield 068,Sheffield 069,E02001679,15
E02001679,Sheffield 069,Sheffield 069,E02001679,94
E02001680,Sheffield 070,Sheffield 069,E02001679,26
E02001681,Sheffield 071,Sheffield 069,E02001679,25
E02006803,Sheffield 072,Sheffield 069,E02001679,3
E02006843,Sheffield 073,Sheffield 069,E02001679,3
E02006844,Sheffield 074,Sheffield 069,E02001679,3
E02006868,Sheffield 075,Sheffield 069,E02001679,5
E02006869,Sheffield 076,Sheffield 069,E02001679,8
E02001529,Barnsley 021,Sheffield 070,E02001680,1
E02001540,Doncaster 002,Sheffield 070,E02001680,1
E02001546,Doncaster 008,Sheffield 070,E02001680,1
E02001579,Rotherham 002,Sheffield 070,E02001680,1
E02001585,Rotherham 008,Sheffield 070,E02001680,1
E02001589,Rotherham 012,Sheffield 070,E02001680,1
E02001592,Rotherham 015,Sheffield 070,E02001680,1
E02001596,Rotherham 019,Sheffield 070,E02001680,1
E02001599,Rotherham 022,Sheffield 070,E02001680,1
E02001600,Rotherham 023,Sheffield 070,E02001680,1
E02001602,Rotherham 025,Sheffield 070,E02001680,1
E02001604,Rotherham 027,Sheffield 070,E02001680,3
E02001607,Rotherham 030,Sheffield 070,E02001680,2
E02001608,Rotherham 031,Sheffield 070,E02001680,4
E02001609,Rotherham 032,Sheffield 070,E02001680,4
E02001610,Rotherham 033,Sheffield 070,E02001680,2
E02001611,Sheffield 001,Sheffield 070,E02001680,2
E02001612,Sheffield 002,Sheffield 070,E02001680,1
E02001613,Sheffield 003,Sheffield 070,E02001680,3
